89399	60.6856	com
8285	5.6240	net
7720	5.2405	me
5201	3.5305	org
3301	2.2408	de
2667	1.8104	blogspot.com
2644	1.7948	jp
2576	1.7486	co.uk
1783	1.2103	info
1585	1.0759	com.br
1468	0.9965	nl
1153	0.7827	fr
1004	0.6815	co.jp
892	0.6055	ru
780	0.5295	fm
764	0.5186	cc
717	0.4867	ca
713	0.4840	us
705	0.4786	it
674	0.4575	es
637	0.4324	ro
603	0.4093	com.au
546	0.3706	bg
525	0.3564	tv
510	0.3462	ly
488	0.3313	ne.jp
488	0.3313	pl
470	0.3190	eu
435	0.2953	im
369	0.2505	se
363	0.2464	edu
294	0.1996	in
285	0.1935	ch
274	0.1860	biz
273	0.1853	be
250	0.1697	at
235	0.1595	gov
210	0.1426	hu
196	0.1330	com.mx
173	0.1174	cl
170	0.1154	dk
169	0.1147	no
162	0.1100	fi
161	0.1093	co.nz
154	0.1045	co.id
141	0.0957	pt
126	0.0855	ath.cx
125	0.0849	com.ar
123	0.0835	gr
122	0.0828	co.za
121	0.0821	to
120	0.0815	cn
119	0.0808	ua
114	0.0774	org.uk
108	0.0733	sh
102	0.0692	com.tw
99	0.0672	cz
93	0.0631	net.au
92	0.0625	com.cn
92	0.0625	lv
86	0.0584	li
83	0.0563	ie
77	0.0523	ws
63	0.0428	co.il
61	0.0414	ac.uk
61	0.0414	com.my
58	0.0394	name
56	0.0380	tk
55	0.0373	cat
54	0.0367	co.kr
52	0.0353	tl
52	0.0353	io
51	0.0346	hr
50	0.0339	vn
48	0.0326	com.tr
47	0.0319	pe
46	0.0312	com.ua
46	0.0312	ee
45	0.0305	or.jp
43	0.0292	org.br
43	0.0292	gd
40	0.0272	gov.uk
38	0.0258	nu
38	0.0258	kz
37	0.0251	appspot.com
35	0.0238	com.ph
35	0.0238	co
33	0.0224	lt
30	0.0204	sk
30	0.0204	mx
29	0.0197	by
29	0.0197	ir
28	0.0190	com.pe
28	0.0190	mobi
28	0.0190	edu.tw
27	0.0183	bz
26	0.0176	am
26	0.0176	az
25	0.0170	ph
23	0.0156	cx
22	0.0149	gs
22	0.0149	or.id
21	0.0143	gl
21	0.0143	in.th
21	0.0143	org.ua
20	0.0136	com.ve
20	0.0136	asia
20	0.0136	mil
